,name,rating,reviews,salaries,jobs,ctypes,rated_for
172,Abbott Healthcare,4.1,2.6k,10.2k,82,Pharma | 10k-50k Employees | Public | 32 years old | Illinois City +166 more,"Company Culture, Salary & Benefits, Work Life Balance"
173,Havells,4.1,2.6k,11.6k,75,Electrical Equipment | 5k-10k Employees | Public | 40 years old | Noida +166 more,"Work Life Balance, Salary & Benefits, Company Culture"
174,Subros,3.9,2.6k,12.2k,2,Auto Components | 1k-5k Employees | Public | 38 years old | Noida +50 more,"Job Security, Skill Development / Learning, Company Culture"
175,Macleods Pharmaceuticals,3.8,2.6k,13k,5,Pharma | 10k-50k Employees | Public | 37 years old | Mumbai +87 more,Job Security
176,Persistent Systems,3.9,2.6k,27.2k,42,IT Services & Consulting | 10k-50k Employees | Public | 33 years old | Pune +25 more,"Company Culture, Skill Development / Learning, Work Life Balance"
177,VE Commercial Vehicles,4.0,2.6k,12.2k,9,Automobile | 1k-5k Employees | 15 years old | Gurgaon/Gurugram +121 more,"Job Security, Skill Development / Learning"
178,American Express,4.3,2.6k,18.7k,101,Financial Services | 10k-50k Employees | Forbes Global 2000 | 173 years old | New York City +41 more,"Company Culture, Work Life Balance, Job Security"
179,CARS24,3.6,2.6k,11.5k,314,Internet | 5k-10k Employees | Indian Unicorn | 8 years old | Gurgaon +141 more,
180,UnitedHealth,4.1,2.6k,22.9k,10,Healthcare | 10k-50k Employees | Forbes Global 2000 | 46 years old | Minnetonka +14 more,"Job Security, Work Life Balance, Company Culture"
181,Automatic Data Processing (ADP),4.1,2.6k,18.9k,24,IT Services & Consulting | 10k-50k Employees | Forbes Global 2000 | 74 years old | New Jersey +21 more,"Job Security, Company Culture, Work Life Balance"
182,Team Lease,3.9,2.5k,13.5k,241,Recruitment | 1k-5k Employees | Public | 7 years old | Bangalore/Bengaluru +279 more,
183,Cgi Group,4.2,2.5k,29.8k,130,IT Services & Consulting | 10k-50k Employees | Forbes Global 2000 | 47 years old | Montreal +19 more,"Job Security, Company Culture, Work Life Balance"
184,Pidilite Industries,4.3,2.5k,8.8k,33,Chemicals | 5k-10k Employees | Public | 64 years old | Mumbai +213 more,"Job Security, Company Culture, Work Life Balance"
185,Atos,3.8,2.5k,25.7k,6,IT Services & Consulting | 201-500 Employees | Forbes Global 2000 | 26 years old | Vilnius +37 more,"Work Life Balance, Job Security"
186,Bharat Electronics,4.1,2.5k,11.1k,--,Consumer Electronics & Appliances | 5k-10k Employees | Fortune India 500 | 69 years old | Bangalore/Bengaluru +41 more,"Work Life Balance, Company Culture, Skill Development / Learning"
187,Publicis Sapient,3.6,2.4k,24.6k,189,IT Services & Consulting | 10k-50k Employees | 33 years old | New York +22 more,
188,Alembic Pharmaceuticals,4.0,2.4k,12.8k,51,Pharma | 10k-50k Employees | Public | 116 years old | Vadodara/Baroda +133 more,"Salary & Benefits, Work Life Balance"
189,Hindalco Industries,4.2,2.4k,9.2k,8,Metals & Mining | 10k-50k Employees | Public | 65 years old | Mumbai +75 more,"Job Security, Skill Development / Learning, Company Culture"
190,Alkem Laboratories,3.9,2.4k,8.7k,18,Pharma | 10k-50k Employees | Public | 50 years old | Mumbai +141 more,Salary & Benefits
191,Indian Air Force,4.6,2.4k,5.1k,--,Defence & Aerospace | 1 Lakh+ Employees | 91 years old | New Delhi +109 more,"Job Security, Skill Development / Learning, Salary & Benefits"
192,Hindustan Coca Cola Beverages,4.3,2.4k,7.2k,68,Beverage | 5k-10k Employees | 26 years old | Bangalore +200 more,"Skill Development / Learning, Job Security, Company Culture"
193,Wipro Infotech,4.0,2.4k,18.2k,--,IT Services & Consulting | 1 Lakh+ Employees (Global) | MNC | 78 years old | Bangalore +117 more,"Job Security, Skill Development / Learning, Company Culture"
194,DCB Bank,3.9,2.4k,8.4k,34,Banking | 5k-10k Employees | Fortune India 500 | 93 years old | Mumbai +293 more,"Work Life Balance, Job Security, Company Culture"
195,R1 RCM,3.9,2.4k,14.7k,37,BPO | 5k-10k Employees | 20 years old | Murray +23 more,"Job Security, Company Culture, Work Life Balance"
196,Access Healthcare,3.9,2.4k,16.8k,55,IT Services & Consulting | 5k-10k Employees | 12 years old | Dallas +27 more,"Job Security, Company Culture"
197,Vishal Mega Mart,3.8,2.4k,6.6k,8,Retail | 10k-50k Employees | 15 years old | Gurgaon/Gurugram +305 more,Salary & Benefits
198,Barclays,4.1,2.4k,19.6k,43,Banking | 10k-50k Employees | Forbes Global 2000 | 333 years old | London +29 more,"Job Security, Company Culture, Work Life Balance"
199,Wipro Consumer Care & Lighting,3.8,2.4k,2.7k,32,FMCG | 1k-5k Employees | 78 years old | Bangalore/Bengaluru +87 more,Job Security
200,ABB Group,4.1,2.4k,14.5k,--,Electrical Equipment | 1k-5k Employees | Public | 35 years old | Zurich +92 more,"Job Security, Work Life Balance, Company Culture"
201,ITC Infotech,3.5,2.4k,25.3k,61,IT Services & Consulting | 10k-50k Employees | 23 years old | Bangalore/Bengaluru +47 more,Promotions / Appraisal
202,Maersk,4.3,2.4k,15.4k,106,Logistics | 10k-50k Employees | 119 years old | Copenhagen +31 more,"Company Culture, Job Security, Work Life Balance"
203,Glenmark Pharmaceuticals,4.0,2.4k,10.7k,38,Pharma | 10k-50k Employees | Public | 46 years old | Mumbai +127 more,"Job Security, Skill Development / Learning, Salary & Benefits"
204,Tata AIA Life Insurance,4.1,2.4k,10.6k,--,Insurance | 10k-50k Employees | 22 years old | Mumbai +286 more,"Job Security, Salary & Benefits, Skill Development / Learning"
205,Ipca Laboratories,4.0,2.3k,10.5k,29,Pharma | 10k-50k Employees | Public | 74 years old | Mumbai +114 more,"Job Security, Work Life Balance, Skill Development / Learning"
206,Axis Direct,3.9,2.3k,7.4k,15,Financial Services | 1k-5k Employees | 12 years old | San Mateo +267 more,Skill Development / Learning
207,NatWest Group,4.1,2.3k,19k,--,Banking | 10k-50k Employees | Forbes Global 2000 | Gurgaon/Gurugram +22 more,"Work Life Balance, Job Security, Company Culture"
208,CMS IT Services,3.1,2.3k,11.1k,10,IT Services & Consulting | 5k-10k Employees | Startup | 9 years old | Bangalore +132 more,"Promotions / Appraisal, Salary & Benefits, Company Culture"
209,Bank of America,4.4,2.3k,21.7k,1,Banking | 10k-50k Employees | Fortune India 500 | 25 years old | Charlotte +27 more,"Job Security, Work Life Balance, Company Culture"
210,Aakash Educational Services,3.7,2.3k,10k,140,EdTech | 10k-50k Employees | 35 years old | New Delhi +194 more,
211,Aarti Industries,4.1,2.3k,12k,46,Agro Chemicals | 5k-10k Employees | Public | 48 years old | Mumbai +41 more,"Job Security, Work Life Balance, Skill Development / Learning"
212,DTDC Express,3.8,2.3k,8k,63,Logistics | 1k-5k Employees | 33 years old | Bangalore/Bengaluru +217 more,
213,MRF Tyres,3.7,2.3k,10.7k,10,Auto Components | 10k-50k Employees | Public | 77 years old | Chennai +161 more,Job Security
214,Honda Motorcycle & Scooter,4.2,2.3k,11.2k,--,Automobile | 5k-10k Employees | 24 years old | Gurgaon/Gurugram +199 more,"Job Security, Company Culture, Work Life Balance"
215,Paras Hospital,4.6,2.3k,2.6k,49,Healthcare | 5k-10k Employees | 17 years old | Gurgaon/Gurugram +41 more,"Skill Development / Learning, Company Culture, Work Life Balance"
216,24/7 Customer,3.6,2.3k,14.8k,25,BPO | 5k-10k Employees | 23 years old | San Jose +22 more,
217,Jindal Steel and Power,3.9,2.3k,12k,18,Iron & Steel | 5k-10k Employees | Fortune India 500 | 44 years old | Delhi/NCR +100 more,"Skill Development / Learning, Job Security"
218,Reliance Nippon Life Insurance,3.9,2.3k,8.3k,4,Insurance | 10k-50k Employees | 23 years old | Mumbai +416 more,
219,Utkarsh Small Finance Bank,3.9,2.3k,8.3k,25,Banking | 10k-50k Employees | Public | 14 years old | Varanasi +279 more,Job Security
220,Berger Paints,3.7,2.3k,7.8k,57,Chemicals | 1k-5k Employees | Public | 100 years old | Kolkata +216 more,Job Security
221,Conduent,3.6,2.3k,18.9k,62,BPO | 5k-10k Employees | 6 years old | Florham Park +20 more,"Promotions / Appraisal, Salary & Benefits"
222,HDFC Ergo General Insurance,4.0,2.2k,9.3k,45,Insurance | 10k-50k Employees | Public | 21 years old | Mumbai +213 more,"Job Security, Company Culture, Work Life Balance"
223,PolicyBazaar,3.4,2.2k,12k,124,Internet | 10k-50k Employees | Public | 15 years old | Gurgaon +69 more,Work Life Balance
224,RBL Bank,3.7,2.2k,14.6k,111,Banking | 10k-50k Employees | Public | 80 years old | Mumbai +198 more,
225,Carelon Global Solutions,4.0,2.2k,18.1k,10,IT Services & Consulting | 5k-10k Employees | Hyderabad/Secunderabad +9 more,"Job Security, Salary & Benefits, Company Culture"
226,Indiabulls Home Loans,3.8,2.2k,8.9k,3,NBFC | 5k-10k Employees | Public | 18 years old | Gurgaon/Gurugram +180 more,
227,Escorts Kubota Limited,4.1,2.2k,9.9k,--,Automobile | 1k-5k Employees | Public | 63 years old | Faridabad +119 more,"Skill Development / Learning, Work Life Balance, Job Security"
228,GATI-KWE,4.0,2.2k,6.4k,29,Logistics | 1k-5k Employees | 11 years old | Hyderabad/Secunderabad +154 more,"Skill Development / Learning, Job Security, Work Life Balance"
229,Cogent E Services,3.4,2.2k,8.3k,2,BPO | 10k-50k Employees | Conglomerate | 19 years old | Noida +32 more,
230,Shoppers Stop,4.2,2.2k,7.6k,3,Retail | 5k-10k Employees | Public | 32 years old | Mumbai +62 more,"Job Security, Company Culture, Skill Development / Learning"
231,Kotak Mahindara Life Insurance,3.8,2.2k,10.4k,187,Insurance | 10k-50k Employees | Public | 22 years old | Mumbai +195 more,Job Security
232,Ceat Tyres,4.0,2.2k,11.2k,3,Auto Components | 5k-10k Employees | Public | 65 years old | Mumbai +102 more,"Job Security, Company Culture, Skill Development / Learning"
233,GeBBS Healthcare Solutions,3.7,2.2k,10.2k,105,BPO | 5k-10k Employees | 18 years old | Culver City +14 more,"Job Security, Skill Development / Learning"
234,Indian Oil Corporation,4.4,2.2k,7k,--,Oil & Gas | 10k-50k Employees | Fortune India 500 | 64 years old | Delhi/NCR +232 more,"Company Culture, Work Life Balance, Skill Development / Learning"
235,PNB MetLife,3.4,2.2k,7.1k,617,Insurance | 5k-10k Employees | Conglomerate | 22 years old | Mumbai +303 more,
236,Dabur,3.8,2.2k,7.4k,20,FMCG | 5k-10k Employees | Public | 139 years old | Ghaziabad +230 more,
237,Reliance Digital,4.2,2.2k,7.1k,2,Retail | 5k-10k Employees | 16 years old | Mumbai +282 more,"Job Security, Skill Development / Learning, Company Culture"
238,Marpu Foundation,4.9,2.2k,8,--,Non-Profit | 11-50 Employees | 7 years old | Hyderabad/Secunderabad +44 more,"Company Culture, Work Satisfaction, Skill Development / Learning"
239,ACC,3.9,2.2k,9.1k,6,Building Material | 5k-10k Employees | Public | 87 years old | Mumbai +204 more,
240,JK Cement,4.1,2.2k,7.7k,--,Building Material | 1k-5k Employees | Public | 49 years old | Gurgaon/Gurugram +214 more,"Salary & Benefits, Job Security, Company Culture"
241,S&P Global,4.2,2.2k,14.5k,5,IT Services & Consulting | 5k-10k Employees | Public | 106 years old | New York City +21 more,"Company Culture, Work Life Balance, Job Security"
242,Jubilant Foods Works,3.8,2.1k,7.1k,105,Food Processing | 10k-50k Employees | Public | 28 years old | Noida +181 more,"Skill Development / Learning, Salary & Benefits"
243,IndiGo,3.6,2.1k,11k,67,Aviation | 10k-50k Employees | Fortune India 500 | 18 years old | Gurgaon/Gurugram +83 more,
244,HARMAN,3.8,2.1k,8.6k,2,Consumer Electronics & Appliances | 5k-10k Employees | Public | 14 years old | Stamford +27 more,Work Life Balance
245,Torrent Pharmaceuticals,3.9,2.1k,10.1k,13,Pharma | 10k-50k Employees | Public | 52 years old | Ahmedabad +91 more,"Job Security, Work Life Balance, Company Culture"
246,Reliance SMSL,4.0,2.1k,5.6k,1,BPO | 1k-5k Employees | Public | 16 years old | Mumbai +461 more,"Skill Development / Learning, Salary & Benefits, Work Life Balance"
247,Birlasoft,3.7,2.1k,24.3k,91,IT Services & Consulting | 10k-50k Employees | Public | 28 years old | Pune +32 more,
248,ArcelorMittal Nippon Steel,4.0,2.1k,8.5k,4,Iron & Steel | 5k-10k Employees | Conglomerate | Surat +62 more,"Job Security, Skill Development / Learning, Work Life Balance"
249,Bajaj Electricals,4.1,2.1k,8k,51,Consumer Electronics & Appliances | 1k-5k Employees | Public | 85 years old | Mumbai +183 more,"Salary & Benefits, Company Culture, Work Life Balance"
250,Titan Company,4.4,2.1k,7.6k,86,Retail | 5k-10k Employees | Public | 39 years old | Bangalore +132 more,"Company Culture, Job Security, Skill Development / Learning"
251,KPIT Technologies,3.6,2.1k,18.2k,3,Software Product | 5k-10k Employees | Public | 33 years old | Pune +27 more,
252,Wipro Enterprises Ltd,3.9,2.1k,5.5k,1,IT Services & Consulting | 501-1k Employees | 78 years old | Bangalore +78 more,"Job Security, Skill Development / Learning, Company Culture"
253,Simplex Infrastructures,3.3,2.1k,7.4k,13,Engineering & Construction | 1k-5k Employees | Public | 99 years old | Kolkata +129 more,"Salary & Benefits, Promotions / Appraisal"
254,Synechron,4.0,2.1k,22.1k,96,IT Services & Consulting | 5k-10k Employees | 22 years old | New York +22 more,"Salary & Benefits, Skill Development / Learning, Company Culture"
255,UPL,4.1,2.1k,9.7k,65,Agro Chemicals | 5k-10k Employees | Public | 54 years old | Mumbai +146 more,"Job Security, Skill Development / Learning, Work Life Balance"
256,Lenskart,3.2,2.1k,8.6k,198,Internet | 5k-10k Employees | Indian Unicorn | 13 years old | Faridabad +145 more,Promotions / Appraisal
257,Dilip Buildcon,4.0,2k,7.9k,8,Engineering & Construction | 10k-50k Employees | Public | 36 years old | Bhopal +172 more,"Skill Development / Learning, Work Satisfaction"
258,Statestreet HCL Services,3.2,2k,16.3k,--,BPO | 5k-10k Employees | 11 years old | New Delhi +14 more,Job Security
259,Huawei Technologies,4.0,2k,12.1k,8,IT Services & Consulting | 51-200 Employees | 21 years old | Gurgaon/Gurugram +93 more,"Salary & Benefits, Skill Development / Learning"
260,Domino's Pizza,4.0,2k,4.7k,3,Hospitality | 1k-5k Employees | Public | 63 years old | Ypsilanti +209 more,"Skill Development / Learning, Salary & Benefits, Company Culture"
261,KocharTech,4.2,2k,3.7k,74,IT Services & Consulting | 1k-5k Employees | 28 years old | Gurgaon/Gurugram +22 more,"Skill Development / Learning, Company Culture, Work Satisfaction"
262,Apollo Tyres,4.1,2k,8.8k,16,Auto Components | 5k-10k Employees | Public | 51 years old | Gurgaon/Gurugram +146 more,"Skill Development / Learning, Company Culture, Job Security"
263,Tata AIG,4.2,2k,9.3k,95,Insurance | 5k-10k Employees | 23 years old | Mumbai +208 more,"Job Security, Company Culture, Skill Development / Learning"
264,Tech Mahindra Business Services,3.5,2k,10.9k,4,BPO | 5k-10k Employees | Public | 20 years old | Mumbai +43 more,
265,AGS Health,4.0,2k,10.1k,24,BPO | 10k-50k Employees | 12 years old | Washington DC +33 more,"Job Security, Company Culture, Skill Development / Learning"
266,Patanjali Ayurved,4.0,2k,7.5k,2,FMCG | 5k-10k Employees | Fortune India 500 | 17 years old | Haridwar +261 more,"Work Life Balance, Job Security"
267,Flex,4.1,2k,18.2k,28,Electronics Manufacturing | 5k-10k Employees | Forbes Global 2000 | 54 years old | San Jose +36 more,"Company Culture, Work Life Balance, Job Security"
268,Capita,3.9,2k,13.8k,31,IT Services & Consulting | 5k-10k Employees | 18 years old | Indore +19 more,"Work Life Balance, Job Security, Company Culture"
269,Suzlon Group,4.1,2k,7.6k,11,Power | 5k-10k Employees | Public | 28 years old | Pune +99 more,"Job Security, Skill Development / Learning, Company Culture"
270,McDonald's,4.2,2k,5k,15,Hospitality | 5k-10k Employees | Forbes Global 2000 | 68 years old | Chicago +130 more,"Skill Development / Learning, Company Culture, Job Security"
271,AFCONS Infrastructure,4.4,2k,6.8k,6,Engineering & Construction | 10k-50k Employees | 64 years old | Mumbai +84 more,"Skill Development / Learning, Job Security, Company Culture"
272,Alstom Transportation,3.9,2k,9.1k,53,Engineering & Construction | 5k-10k Employees | Forbes Global 2000 | 95 years old | Saint-Ouen +60 more,Job Security
273,Square Yards,3.8,2k,7.2k,637,Real Estate | 1k-5k Employees | 10 years old | Gurgaon +39 more,"Promotions / Appraisal, Skill Development / Learning"
274,Lava International,4.1,2k,5.4k,19,Consumer Electronics & Appliances | 1k-5k Employees | Public | 14 years old | Noida +206 more,"Skill Development / Learning, Company Culture, Work Life Balance"
275,Zensar Technologies,3.8,1.9k,23.8k,63,IT Services & Consulting | 5k-10k Employees | Public | 22 years old | Pune +21 more,Work Life Balance
276,Mankind Pharma,4.1,1.9k,7.5k,35,Pharma | 10k-50k Employees | Fortune India 500 | 28 years old | New Delhi +178 more,"Salary & Benefits, Skill Development / Learning, Company Culture"
277,IGT Solutions,3.3,1.9k,10.1k,91,IT Services & Consulting | 5k-10k Employees | 25 years old | Gurgaon/Gurugram +20 more,Promotions / Appraisal
278,Taj Hotels Resorts and Palaces,4.3,1.9k,5.9k,31,Hospitality | 10k-50k Employees | 120 years old | Mumbai +89 more,"Job Security, Skill Development / Learning, Company Culture"
279,Max Healthcare,4.1,1.9k,8.2k,105,Healthcare | 1k-5k Employees | Fortune India 500 | 22 years old | Delhi/NCR +52 more,"Skill Development / Learning, Job Security, Company Culture"
280,Capgemini Engineering,3.6,1.9k,19.3k,82,10k-50k Employees | Gurgaon/Gurugram +18 more,Promotions / Appraisal
